gene	symbol	fm-bias	mut-freq	clust-bias
ENSG00000145685	LHFPL2	null	0.0103448275862	null
ENSG00000145703	IQGAP2	null	0.00344827586207	null
ENSG00000145715	RASA1	null	0.00344827586207	null
ENSG00000145730	PAM	null	0.00689655172414	null
ENSG00000145734	BDP1	null	0.00689655172414	null
ENSG00000145740	SLC30A5	null	0.00344827586207	null
ENSG00000145779	TNFAIP8	null	0.00344827586207	null
ENSG00000145782	ATG12	null	0.0103448275862	null
ENSG00000145808	ADAMTS19	null	0.0172413793103	null
ENSG00000145817	YIPF5	null	0.00344827586207	null
ENSG00000145819	ARHGAP26	null	0.00344827586207	null
ENSG00000145850	TIMD4	null	0.0137931034483	null
ENSG00000145863	GABRA6	null	0.0413793103448	null
ENSG00000145864	GABRB2	null	0.0206896551724	null
ENSG00000145868	FBXO38	0.999999077166	0.0206896551724	null
ENSG00000145888	GLRA1	null	0.00344827586207	null
ENSG00000145907	G3BP1	null	0.00689655172414	null
ENSG00000145911	N4BP3	null	0.0103448275862	null
ENSG00000145934	TENM2	null	0.0172413793103	null
ENSG00000145936	KCNMB1	null	0.00344827586207	null
ENSG00000145945	FAM50B	null	0.00344827586207	null
ENSG00000145949	MYLK4	null	0.00344827586207	null
ENSG00000145982	FARS2	null	0.00344827586207	null
ENSG00000146006	LRRTM2	null	0.00344827586207	null
ENSG00000146047	HIST1H2BA	null	0.0137931034483	null
ENSG00000146054	TRIM7	null	0.00689655172414	null
ENSG00000146063	TRIM41	null	0.00344827586207	null
ENSG00000146070	PLA2G7	null	0.00344827586207	null
ENSG00000146085	MUT	null	0.00344827586207	null
ENSG00000146090	RASGEF1C	null	0.00344827586207	null
ENSG00000146122	DAAM2	null	0.00689655172414	null
ENSG00000146147	MLIP	null	0.00344827586207	null
ENSG00000146151	HMGCLL1	null	0.00344827586207	null
ENSG00000146166	LGSN	null	0.0241379310345	null
ENSG00000146192	FGD2	null	0.00344827586207	null
ENSG00000146205	ANO7	null	0.0103448275862	null
ENSG00000146216	TTBK1	null	0.00689655172414	null
ENSG00000146221	TCTE1	null	0.00689655172414	null
ENSG00000146232	NFKBIE	null	0.0103448275862	null
ENSG00000146250	PRSS35	null	0.0103448275862	null
ENSG00000146263	MMS22L	null	0.00689655172414	null
ENSG00000146267	FAXC	null	0.00344827586207	null
ENSG00000146350	C6orf170	0.1011984533	0.0172413793103	null
ENSG00000146360	GPR6	null	0.00344827586207	null
ENSG00000146373	RNF217	null	0.00344827586207	null
ENSG00000146374	RSPO3	null	0.0103448275862	null
ENSG00000146399	TAAR1	null	0.00689655172414	null
ENSG00000146410	MTFR2	null	0.00344827586207	null
ENSG00000146414	SHPRH	null	0.00689655172414	null
ENSG00000146426	TIAM2	0.751631056335	0.0206896551724	null
ENSG00000146433	TMEM181	null	0.00344827586207	null
ENSG00000146453	PNLDC1	null	0.00689655172414	null
ENSG00000146476	C6orf211	null	0.00689655172414	null
ENSG00000146477	SLC22A3	null	0.00689655172414	null
ENSG00000146555	SDK1	null	0.048275862069	null
ENSG00000146576	C7orf26	null	0.0137931034483	null
ENSG00000146587	RBAK	null	0.00344827586207	null
ENSG00000146618	FERD3L	null	0.00344827586207	null
ENSG00000146648	EGFR	0.0	0.272413793103	0.00139461999297
ENSG00000146674	IGFBP3	null	0.00344827586207	null
ENSG00000146678	IGFBP1	null	0.00689655172414	null
ENSG00000146700	SRCRB4D	null	0.0103448275862	null
ENSG00000146733	PSPH	null	0.0172413793103	null
ENSG00000146755	TRIM50	null	0.0172413793103	null
ENSG00000146757	ZNF92	null	0.00344827586207	null
ENSG00000146809	ASB15	null	0.00689655172414	null
ENSG00000146828	SLC12A9	null	0.0103448275862	null
ENSG00000146833	TRIM4	null	0.0172413793103	null
ENSG00000146839	ZAN	null	0.0310344827586	null
ENSG00000146842	TMEM209	null	0.00689655172414	null
ENSG00000146858	ZC3HAV1L	null	0.00344827586207	null
ENSG00000146872	TLK2	null	0.00344827586207	null
ENSG00000146904	EPHA1	0.765169551815	0.0172413793103	null
ENSG00000146926	ASB10	null	0.00689655172414	null
ENSG00000146938	NLGN4X	null	0.00689655172414	null
ENSG00000146950	SHROOM2	null	0.00344827586207	null
ENSG00000146955	RAB19	null	0.00344827586207	null
ENSG00000146966	DENND2A	null	0.0103448275862	null
ENSG00000147036	LANCL3	null	0.00689655172414	null
ENSG00000147041	SYTL5	null	0.00689655172414	null
ENSG00000147044	CASK	null	0.0137931034483	null
ENSG00000147050	KDM6A	null	0.0103448275862	null
ENSG00000147065	MSN	null	0.00344827586207	null
ENSG00000147081	AKAP4	null	0.00689655172414	null
ENSG00000147082	CCNB3	null	0.00689655172414	null
ENSG00000147117	ZNF157	null	0.00689655172414	null
ENSG00000147118	ZNF182	null	0.0103448275862	null
ENSG00000147123	NDUFB11	null	0.00344827586207	null
ENSG00000147124	ZNF41	null	0.00689655172414	null
ENSG00000147130	ZMYM3	null	0.0137931034483	null
ENSG00000147133	TAF1	0.999999077166	0.0241379310345	null
ENSG00000147138	GPR174	null	0.0137931034483	null
ENSG00000147140	NONO	null	0.00689655172414	null
ENSG00000147144	CCDC120	null	0.00689655172414	null
ENSG00000147145	LPAR4	null	0.00344827586207	null
ENSG00000147160	AWAT2	null	0.00689655172414	null
ENSG00000147162	OGT	null	0.00344827586207	null
ENSG00000147174	ACRC	0.999999077166	0.0172413793103	null
ENSG00000147183	CPXCR1	null	0.00344827586207	null
ENSG00000147202	DIAPH2	null	0.0241379310345	null
ENSG00000147206	NXF3	null	0.0103448275862	null
ENSG00000147231	CXorf57	null	0.0172413793103	null
ENSG00000147246	HTR2C	null	0.00344827586207	null
ENSG00000147251	DOCK11	null	0.0103448275862	null
ENSG00000147255	IGSF1	null	0.00689655172414	null
ENSG00000147256	ARHGAP36	null	0.00344827586207	null
ENSG00000147257	GPC3	null	0.00344827586207	null
ENSG00000147274	RBMX	null	0.00344827586207	null
ENSG00000147378	FATE1	null	0.00689655172414	null
ENSG00000147381	MAGEA4	null	0.00344827586207	null
ENSG00000147402	GABRQ	null	0.0103448275862	null
ENSG00000147403	RPL10	null	0.00689655172414	null
ENSG00000147432	CHRNB3	null	0.00344827586207	null
ENSG00000147443	DOK2	null	0.00689655172414	null
ENSG00000147459	DOCK5	0.845374134167	0.048275862069	null
ENSG00000147465	STAR	null	0.00344827586207	null
ENSG00000147475	ERLIN2	null	0.00344827586207	null
ENSG00000147485	PXDNL	null	0.0137931034483	null
ENSG00000147488	ST18	null	0.0103448275862	null
ENSG00000147526	TACC1	null	0.00344827586207	null
ENSG00000147548	WHSC1L1	null	0.00344827586207	null
ENSG00000147570	DNAJC5B	null	0.00344827586207	null
ENSG00000147573	TRIM55	null	0.00689655172414	null
ENSG00000147596	PRDM14	null	0.00689655172414	null
ENSG00000147606	SLC26A7	null	0.00344827586207	null
ENSG00000147614	ATP6V0D2	null	0.00344827586207	null
ENSG00000147642	SYBU	null	0.00689655172414	null
ENSG00000147647	DPYS	null	0.00344827586207	null
ENSG00000147649	MTDH	null	0.00689655172414	null
ENSG00000147650	LRP12	null	0.00344827586207	null
ENSG00000147677	EIF3H	null	0.00344827586207	null
ENSG00000147689	FAM83A	null	0.00344827586207	null
ENSG00000147697	GSDMC	null	0.00344827586207	null
ENSG00000147724	FAM135B	null	0.0103448275862	null
ENSG00000147799	ARHGAP39	null	0.0137931034483	null
ENSG00000147804	SLC39A4	null	0.00344827586207	null
ENSG00000147852	VLDLR	null	0.00344827586207	null
ENSG00000147854	UHRF2	null	0.00344827586207	null
ENSG00000147862	NFIB	null	0.0137931034483	null
ENSG00000147872	PLIN2	null	0.00689655172414	null
ENSG00000147883	CDKN2B	null	0.00344827586207	null
ENSG00000147889	CDKN2A	null	0.00689655172414	null
ENSG00000147912	FBXO10	null	0.00689655172414	null
ENSG00000147926	SPATA31A3	null	0.00689655172414	null
ENSG00000148136	OR13C4	null	0.0103448275862	null
ENSG00000148143	ZNF462	null	0.0103448275862	null
ENSG00000148153	INIP	null	0.00344827586207	null
ENSG00000148156	ACTL7B	null	0.00689655172414	null
ENSG00000148158	SNX30	null	0.00689655172414	null
ENSG00000148204	CRB2	null	0.00344827586207	null
ENSG00000148215	OR5C1	null	0.00689655172414	null
ENSG00000148219	ASTN2	null	0.0137931034483	null
ENSG00000148248	SURF4	null	0.00689655172414	null
ENSG00000148297	MED22	null	0.00689655172414	null
ENSG00000148303	RPL7A	null	0.00689655172414	null
ENSG00000148337	CIZ1	null	0.0103448275862	null
ENSG00000148358	GPR107	null	0.00689655172414	null
ENSG00000148377	IDI2	null	0.00344827586207	null
ENSG00000148384	INPP5E	null	0.00344827586207	null
ENSG00000148396	SEC16A	null	0.00689655172414	null
ENSG00000148408	CACNA1B	null	0.0310344827586	null
ENSG00000148411	NACC2	null	0.00344827586207	null
ENSG00000148426	PROSER2	null	0.00344827586207	null
ENSG00000148429	USP6NL	null	0.00344827586207	null
ENSG00000148482	SLC39A12	null	0.00689655172414	null
ENSG00000148484	RSU1	null	0.00344827586207	null
ENSG00000148498	PARD3	null	0.00344827586207	null
ENSG00000148513	ANKRD30A	null	0.0103448275862	null
ENSG00000148541	FAM13C	null	0.0103448275862	null
ENSG00000148584	A1CF	null	0.0103448275862	null
ENSG00000148600	CDHR1	null	0.00689655172414	null
ENSG00000148604	RGR	null	0.00344827586207	null
ENSG00000148680	HTR7	null	0.0103448275862	null
ENSG00000148688	RPP30	null	0.00344827586207	null
ENSG00000148737	TCF7L2	null	0.00344827586207	null
ENSG00000148773	MKI67	0.14932139347	0.0206896551724	null
ENSG00000148832	PAOX	null	0.00689655172414	null
ENSG00000148835	TAF5	null	0.00344827586207	null
ENSG00000148841	ITPRIP	null	0.00344827586207	null
ENSG00000148842	CNNM2	null	0.00689655172414	null
ENSG00000148843	PDCD11	null	0.0137931034483	null
ENSG00000148848	ADAM12	null	0.00344827586207	null
ENSG00000148925	BTBD10	null	0.00344827586207	null
ENSG00000148926	ADM	null	0.00344827586207	null
ENSG00000148935	GAS2	null	0.00344827586207	null
ENSG00000148942	SLC5A12	null	0.0103448275862	null
ENSG00000148948	LRRC4C	null	0.0103448275862	null
ENSG00000149016	TUT1	null	0.0103448275862	null
ENSG00000149054	ZNF215	null	0.00689655172414	null
ENSG00000149090	PAMR1	null	0.00689655172414	null
ENSG00000149091	DGKZ	null	0.00344827586207	null
ENSG00000149100	EIF3M	null	0.00344827586207	null
ENSG00000149124	GLYAT	null	0.00344827586207	null
ENSG00000149131	SERPING1	null	0.00689655172414	null
ENSG00000149133	OR5F1	null	0.00689655172414	null
ENSG00000149177	PTPRJ	null	0.0103448275862	null
ENSG00000149182	ARFGAP2	null	0.00344827586207	null
ENSG00000149187	CELF1	null	0.00344827586207	null
ENSG00000149201	CCDC81	null	0.00344827586207	null
ENSG00000149212	SESN3	null	0.00344827586207	null
ENSG00000149256	TENM4	null	0.0172413793103	null
ENSG00000149262	INTS4	null	0.00344827586207	null
ENSG00000149292	TTC12	null	0.00344827586207	null
ENSG00000149294	NCAM1	null	0.00689655172414	null
ENSG00000149305	HTR3B	null	0.00689655172414	null
ENSG00000149311	ATM	null	0.0137931034483	null
ENSG00000149346	SLX4IP	null	0.00689655172414	null
ENSG00000149418	ST14	null	0.0103448275862	null
ENSG00000149428	HYOU1	null	0.00344827586207	null
ENSG00000149435	GGTLC1	null	0.00689655172414	null
ENSG00000149452	SLC22A8	null	0.00344827586207	null
ENSG00000149480	MTA2	null	0.00344827586207	null
ENSG00000149488	TMC2	null	0.00689655172414	null
ENSG00000149499	EML3	null	0.00344827586207	null
ENSG00000149506	ZP1	null	0.00344827586207	null
ENSG00000149507	PLAC1L	null	0.00344827586207	null
ENSG00000149516	MS4A3	null	0.0137931034483	null
ENSG00000149527	PLCH2	null	0.00689655172414	null
ENSG00000149531	FRG1B	0.28544136218	0.0586206896552	0.0348814837452
ENSG00000149548	CCDC15	null	0.00344827586207	null
ENSG00000149554	CHEK1	null	0.0137931034483	null
ENSG00000149564	ESAM	null	0.0103448275862	null
ENSG00000149571	KIRREL3	null	0.00689655172414	null
ENSG00000149573	MPZL2	null	0.00689655172414	null
ENSG00000149575	SCN2B	null	0.00344827586207	null
ENSG00000149582	TMEM25	null	0.00689655172414	null
ENSG00000149596	JPH2	null	0.0103448275862	null
ENSG00000149633	KIAA1755	null	0.00689655172414	null
ENSG00000149646	CNBD2	null	0.0103448275862	null
ENSG00000149654	CDH22	null	0.00689655172414	null
ENSG00000149657	LSM14B	null	0.00344827586207	null
ENSG00000149742	SLC22A9	null	0.0172413793103	null
ENSG00000149782	PLCB3	null	0.00344827586207	null
ENSG00000149798	CDC42EP2	null	0.00344827586207	null
ENSG00000149806	FAU	null	0.00689655172414	null
ENSG00000149823	VPS51	null	0.0103448275862	null
ENSG00000149925	ALDOA	null	0.00344827586207	null
ENSG00000149932	TMEM219	null	0.00344827586207	null
ENSG00000149968	MMP3	null	0.0137931034483	null
ENSG00000149970	CNKSR2	null	0.0275862068966	null
ENSG00000149972	CNTN5	null	0.0137931034483	null
ENSG00000150048	CLEC1A	null	0.0103448275862	null
ENSG00000150051	MKX	null	0.00344827586207	null
ENSG00000150054	MPP7	null	0.0137931034483	null
ENSG00000150076	C10orf68	null	0.00344827586207	null
ENSG00000150086	GRIN2B	null	0.0172413793103	null
ENSG00000150093	ITGB1	null	0.00344827586207	null
ENSG00000150165	ANXA8L1	null	0.00344827586207	null
ENSG00000150269	OR5M9	null	0.0137931034483	null
ENSG00000150275	PCDH15	null	0.0137931034483	null
ENSG00000150361	KLHL1	null	0.0103448275862	null
ENSG00000150394	CDH8	null	0.0137931034483	null
ENSG00000150456	N6AMT2	null	0.00344827586207	null
ENSG00000150471	LPHN3	null	0.0137931034483	null
ENSG00000150510	FAM124A	null	0.00689655172414	null
ENSG00000150593	PDCD4	null	0.00344827586207	null
ENSG00000150625	GPM6A	null	0.00344827586207	null
ENSG00000150630	VEGFC	null	0.00344827586207	null
ENSG00000150656	CNDP1	null	0.00689655172414	null
ENSG00000150712	MTMR12	null	0.00689655172414	null
ENSG00000150753	CCT5	null	0.00344827586207	null
ENSG00000150760	DOCK1	null	0.0137931034483	null
ENSG00000150768	DLAT	null	0.00344827586207	null
ENSG00000150773	PIH1D2	null	0.00344827586207	null
ENSG00000150893	FREM2	null	0.0103448275862	null
ENSG00000150907	FOXO1	null	0.00344827586207	null
ENSG00000150938	CRIM1	null	0.00344827586207	null
ENSG00000150961	SEC24D	null	0.00344827586207	null
ENSG00000150967	ABCB9	null	0.00689655172414	null
ENSG00000150991	UBC	null	0.00689655172414	null
ENSG00000150995	ITPR1	0.00461836087742	0.0172413793103	null
ENSG00000151005	TKTL2	null	0.00689655172414	null
ENSG00000151012	SLC7A11	null	0.00344827586207	null
ENSG00000151025	GPR158	null	0.00344827586207	null
ENSG00000151062	CACNA2D4	null	0.00689655172414	null
ENSG00000151067	CACNA1C	0.999999077166	0.0241379310345	null
ENSG00000151079	KCNA6	null	0.00344827586207	null
ENSG00000151090	THRB	null	0.00344827586207	null
ENSG00000151093	OXSM	null	0.00344827586207	null
ENSG00000151116	UEVLD	null	0.00689655172414	null
ENSG00000151131	C12orf45	null	0.00344827586207	null
ENSG00000151136	BTBD11	null	0.0103448275862	null
ENSG00000151148	UBE3B	null	0.00344827586207	null
ENSG00000151150	ANK3	null	0.0137931034483	null
ENSG00000151176	PLBD2	null	0.00344827586207	null
ENSG00000151208	DLG5	null	0.0172413793103	null
ENSG00000151224	MAT1A	null	0.00689655172414	null
ENSG00000151229	SLC2A13	null	0.00344827586207	null
ENSG00000151239	TWF1	null	0.00344827586207	null
ENSG00000151276	MAGI1	null	0.00689655172414	null
ENSG00000151287	TEX30	null	0.00344827586207	null
ENSG00000151320	AKAP6	null	0.0103448275862	null
ENSG00000151322	NPAS3	null	0.00344827586207	null
ENSG00000151332	MBIP	null	0.00344827586207	null
ENSG00000151348	EXT2	null	0.00344827586207	null
ENSG00000151360	ALLC	null	0.0137931034483	null
ENSG00000151364	KCTD14	null	0.00344827586207	null
ENSG00000151365	THRSP	null	0.00344827586207	null
ENSG00000151388	ADAMTS12	null	0.0310344827586	null
ENSG00000151414	NEK7	null	0.00344827586207	null
ENSG00000151458	ANKRD50	null	0.00689655172414	null
ENSG00000151490	PTPRO	null	0.00689655172414	null
ENSG00000151491	EPS8	null	0.00344827586207	null
ENSG00000151498	ACAD8	null	0.00689655172414	null
ENSG00000151502	VPS26B	null	0.00344827586207	null
ENSG00000151572	ANO4	null	0.0241379310345	null
ENSG00000151577	DRD3	null	0.00344827586207	null
ENSG00000151615	POU4F2	null	0.0103448275862	null
ENSG00000151623	NR3C2	null	0.0137931034483	null
ENSG00000151650	VENTX	null	0.00344827586207	null
ENSG00000151651	ADAM8	null	0.00344827586207	null
ENSG00000151655	ITIH2	null	0.0137931034483	null
ENSG00000151665	PIGF	null	0.00689655172414	null
ENSG00000151687	ANKAR	null	0.00689655172414	null
ENSG00000151689	INPP1	null	0.00344827586207	null
ENSG00000151692	RNF144A	null	0.00344827586207	null
ENSG00000151693	ASAP2	null	0.00689655172414	null
ENSG00000151702	FLI1	null	0.00689655172414	null
ENSG00000151718	WWC2	null	0.0137931034483	null
ENSG00000151725	MLF1IP	null	0.00344827586207	null
ENSG00000151726	ACSL1	null	0.00344827586207	null
ENSG00000151746	BICD1	null	0.00344827586207	null
ENSG00000151779	NBAS	null	0.0137931034483	null
ENSG00000151789	ZNF385D	null	0.0103448275862	null
ENSG00000151834	GABRA2	null	0.00344827586207	null
ENSG00000151835	SACS	0.87888402237	0.0310344827586	null
ENSG00000151846	PABPC3	null	0.0137931034483	null
ENSG00000151914	DST	0.999999077166	0.0275862068966	0.018806092557
ENSG00000151917	BEND6	null	0.00344827586207	null
ENSG00000151923	TIAL1	null	0.00344827586207	null
ENSG00000151948	GLT1D1	null	0.00689655172414	null
ENSG00000151952	TMEM132D	null	0.0413793103448	null
ENSG00000151962	RBM46	null	0.00689655172414	null
ENSG00000152034	MCHR2	null	0.00344827586207	null
ENSG00000152092	ASTN1	null	0.00344827586207	null
ENSG00000152127	MGAT5	null	0.00689655172414	null
ENSG00000152128	TMEM163	null	0.00689655172414	null
ENSG00000152207	CYSLTR2	null	0.00689655172414	null
ENSG00000152208	GRID2	null	0.00689655172414	null
ENSG00000152213	ARL11	null	0.00344827586207	null
ENSG00000152217	SETBP1	0.999999077166	0.0206896551724	null
ENSG00000152223	EPG5	null	0.00689655172414	null
ENSG00000152229	PSTPIP2	null	0.00344827586207	null
ENSG00000152234	ATP5A1	null	0.00689655172414	null
ENSG00000152253	SPC25	null	0.00344827586207	null
ENSG00000152270	PDE3B	null	0.0103448275862	null
ENSG00000152315	KCNK13	null	0.00689655172414	null
ENSG00000152359	POC5	null	0.00344827586207	null
ENSG00000152377	SPOCK1	null	0.0103448275862	null
ENSG00000152404	CWF19L2	null	0.00689655172414	null
ENSG00000152409	JMY	null	0.00689655172414	null
ENSG00000152413	HOMER1	null	0.00689655172414	null
ENSG00000152439	ZNF773	null	0.00344827586207	null
ENSG00000152443	ZNF776	null	0.00344827586207	null
ENSG00000152455	SUV39H2	null	0.00344827586207	null
ENSG00000152465	NMT2	null	0.00344827586207	null
ENSG00000152467	ZSCAN1	null	0.0137931034483	null
ENSG00000152484	USP12	null	0.00344827586207	null
ENSG00000152495	CAMK4	null	0.00344827586207	null
ENSG00000152520	PAN3	0.999999077166	0.0206896551724	null
ENSG00000152556	PFKM	null	0.00689655172414	null
ENSG00000152558	TMEM123	null	0.00344827586207	null
ENSG00000152582	SPEF2	null	0.0137931034483	null
ENSG00000152583	SPARCL1	null	0.00689655172414	null
ENSG00000152595	MEPE	null	0.00344827586207	null
ENSG00000152601	MBNL1	null	0.0137931034483	null
ENSG00000152620	NADK2	null	0.00689655172414	null
ENSG00000152642	GPD1L	null	0.00344827586207	null
ENSG00000152670	DDX4	null	0.00689655172414	null
ENSG00000152749	GPR180	null	0.00344827586207	null
ENSG00000152763	WDR78	null	0.0103448275862	null
ENSG00000152767	FARP1	null	0.0103448275862	null
ENSG00000152784	PRDM8	null	0.00344827586207	null
ENSG00000152785	BMP3	null	0.0103448275862	null
ENSG00000152818	UTRN	null	0.0137931034483	null
ENSG00000152822	GRM1	null	0.0172413793103	null
ENSG00000152894	PTPRK	null	0.0103448275862	null
ENSG00000152910	CNTNAP4	null	0.0103448275862	null
ENSG00000152932	RAB3C	null	0.00344827586207	null
ENSG00000152936	IFLTD1	null	0.00344827586207	null
ENSG00000152939	MARVELD2	null	0.00689655172414	null
ENSG00000152953	STK32B	null	0.00344827586207	null
ENSG00000152969	JAKMIP1	null	0.00689655172414	null
ENSG00000152977	ZIC1	null	0.0206896551724	null
ENSG00000152990	GPR125	null	0.00344827586207	null
ENSG00000153002	CPB1	null	0.00344827586207	null
ENSG00000153012	LGI2	null	0.0137931034483	null
ENSG00000153060	TEKT5	null	0.0172413793103	null
ENSG00000153064	BANK1	null	0.0103448275862	null
ENSG00000153086	ACMSD	null	0.00344827586207	null
ENSG00000153093	ACOXL	null	0.00344827586207	null
ENSG00000153107	ANAPC1	null	0.00689655172414	null
ENSG00000153147	SMARCA5	null	0.00689655172414	null
ENSG00000153162	BMP6	null	0.00344827586207	null
ENSG00000153165	RGPD3	0.999999077166	0.0172413793103	null
ENSG00000153187	HNRNPU	null	0.00689655172414	null
ENSG00000153207	AHCTF1	null	0.00344827586207	null
ENSG00000153208	MERTK	null	0.00689655172414	null
ENSG00000153233	PTPRR	null	0.0137931034483	null
ENSG00000153237	CCDC148	null	0.00344827586207	null
ENSG00000153253	SCN3A	null	0.0172413793103	null
ENSG00000153283	CD96	null	0.0172413793103	null
ENSG00000153294	GPR115	null	0.00344827586207	null
ENSG00000153310	FAM49B	null	0.00344827586207	null
ENSG00000153317	ASAP1	null	0.0103448275862	null
ENSG00000153339	TRAPPC8	null	0.0137931034483	null
ENSG00000153347	FAM81B	null	0.0137931034483	null
ENSG00000153391	INO80C	null	0.00344827586207	null
ENSG00000153404	PLEKHG4B	null	0.0344827586207	null
ENSG00000153485	TMEM251	null	0.00689655172414	null
ENSG00000153495	TEX29	null	0.00344827586207	null
ENSG00000153531	ADPRHL1	null	0.00689655172414	null
ENSG00000153558	FBXL2	null	0.00344827586207	null
ENSG00000153561	RMND5A	null	0.00344827586207	null
ENSG00000153563	CD8A	null	0.00344827586207	null
ENSG00000153575	TUBGCP5	null	0.00689655172414	null
ENSG00000153684	GOLGA8F	null	0.00344827586207	null
ENSG00000153707	PTPRD	null	0.0172413793103	null
ENSG00000153721	CNKSR3	null	0.00689655172414	null
ENSG00000153779	TGIF2LX	null	0.0103448275862	null
ENSG00000153790	C7orf31	null	0.00344827586207	null
ENSG00000153820	SPHKAP	null	0.0137931034483	null
ENSG00000153822	KCNJ16	null	0.00689655172414	null
ENSG00000153827	TRIP12	null	0.0103448275862	null
ENSG00000153885	KCTD15	null	0.00344827586207	null
ENSG00000153896	ZNF599	null	0.00344827586207	null
ENSG00000153898	MCOLN2	null	0.00344827586207	null
ENSG00000153904	DDAH1	null	0.00689655172414	null
ENSG00000153930	ANKFN1	null	0.00689655172414	null
ENSG00000153933	DGKE	null	0.00689655172414	null
ENSG00000153956	CACNA2D1	null	0.0275862068966	null
ENSG00000153975	ZUFSP	null	0.00344827586207	null
ENSG00000153976	HS3ST3A1	null	0.00689655172414	null
ENSG00000153993	SEMA3D	null	0.00689655172414	null
ENSG00000154001	PPP2R5E	null	0.00344827586207	null
ENSG00000154027	AK5	null	0.00344827586207	null
ENSG00000154040	CABYR	null	0.00344827586207	null
ENSG00000154099	DNAAF1	null	0.0137931034483	null
ENSG00000154127	UBASH3B	null	0.00344827586207	null
ENSG00000154133	ROBO4	null	0.00689655172414	null
ENSG00000154143	PANX3	null	0.00689655172414	null
ENSG00000154162	CDH12	null	0.00344827586207	null
ENSG00000154165	GPR15	null	0.0103448275862	null
ENSG00000154174	TOMM70A	null	0.00344827586207	null
ENSG00000154175	ABI3BP	null	0.00344827586207	null
ENSG00000154188	ANGPT1	null	0.00689655172414	null
ENSG00000154217	PITPNC1	null	0.00344827586207	null
ENSG00000154222	CC2D1B	null	0.00344827586207	null
ENSG00000154227	CERS3	null	0.00689655172414	null
ENSG00000154229	PRKCA	null	0.00344827586207	null
ENSG00000154237	LRRK1	0.999999077166	0.0275862068966	null
ENSG00000154240	CEP112	null	0.00344827586207	null
ENSG00000154258	ABCA9	null	0.0137931034483	null
ENSG00000154262	ABCA6	null	0.0137931034483	null
ENSG00000154263	ABCA10	null	0.0172413793103	null
ENSG00000154265	ABCA5	null	0.0103448275862	null
ENSG00000154305	MIA3	null	0.00344827586207	null
ENSG00000154309	DISP1	null	0.00344827586207	null
ENSG00000154310	TNIK	null	0.00689655172414	null
ENSG00000154328	NEIL2	null	0.00344827586207	null
ENSG00000154330	PGM5	null	0.0103448275862	null
ENSG00000154358	OBSCN	0.988320038136	0.0758620689655	null
ENSG00000154370	TRIM11	null	0.00344827586207	null
ENSG00000154415	PPP1R3A	null	0.0310344827586	null
ENSG00000154438	ASZ1	null	0.0172413793103	null
ENSG00000154447	SH3RF1	null	0.00689655172414	null
ENSG00000154451	GBP5	null	0.00689655172414	null
ENSG00000154485	MMP21	null	0.00689655172414	null
ENSG00000154529	CNTNAP3B	null	0.00344827586207	null
ENSG00000154548	SRSF12	null	0.00344827586207	null
ENSG00000154556	SORBS2	null	0.00689655172414	null
ENSG00000154589	LY96	null	0.00689655172414	null
ENSG00000154639	CXADR	null	0.00344827586207	null
ENSG00000154642	C21orf91	null	0.00689655172414	null
ENSG00000154645	CHODL	null	0.00689655172414	null
ENSG00000154646	TMPRSS15	null	0.0310344827586	null
ENSG00000154678	PDE1C	null	0.0137931034483	null
ENSG00000154710	RABGEF1	0.999999077166	0.0172413793103	null
ENSG00000154734	ADAMTS1	null	0.00689655172414	null
ENSG00000154736	ADAMTS5	null	0.00344827586207	null
ENSG00000154760	SLFN13	null	0.0137931034483	null
ENSG00000154767	XPC	null	0.00344827586207	null
ENSG00000154783	FGD5	null	0.0448275862069	null
ENSG00000154803	FLCN	null	0.00344827586207	null
ENSG00000154822	PLCL2	null	0.00689655172414	null
ENSG00000154845	PPP4R1	null	0.00344827586207	null
ENSG00000154856	APCDD1	null	0.00344827586207	null
ENSG00000154928	EPHB1	null	0.0172413793103	null
ENSG00000154945	ANKRD40	null	0.00344827586207	null
ENSG00000154978	VOPP1	null	0.00344827586207	null
ENSG00000154997	SEPT14	null	0.0137931034483	null
ENSG00000155011	DKK2	null	0.0103448275862	null
ENSG00000155016	CYP2U1	null	0.00344827586207	null
ENSG00000155026	RSPH10B	null	0.00344827586207	null
ENSG00000155052	CNTNAP5	null	0.0310344827586	null
ENSG00000155066	PROM2	null	0.00689655172414	null
ENSG00000155085	AK9	null	0.0103448275862	null
ENSG00000155090	KLF10	null	0.00344827586207	null
ENSG00000155097	ATP6V1C1	null	0.00689655172414	null
ENSG00000155099	TMEM55A	null	0.00344827586207	null
ENSG00000155158	TTC39B	null	0.00689655172414	null
ENSG00000155269	GPR78	null	0.0241379310345	null
ENSG00000155275	TRMT44	null	0.00344827586207	null
ENSG00000155307	SAMSN1	null	0.00689655172414	null
ENSG00000155313	USP25	null	0.00344827586207	null
ENSG00000155324	GRAMD3	null	0.00689655172414	null
ENSG00000155363	MOV10	null	0.00689655172414	null
ENSG00000155393	HEATR3	null	0.00689655172414	null
ENSG00000155463	OXA1L	null	0.00689655172414	null
ENSG00000155465	SLC7A7	null	0.00689655172414	null
ENSG00000155495	MAGEC1	null	0.0137931034483	null
ENSG00000155506	LARP1	null	0.0137931034483	null
ENSG00000155508	CNOT8	null	0.00344827586207	null
ENSG00000155511	GRIA1	null	0.0137931034483	null
